,make,model,year,kms,kind,price
257,Ford,Ecosport,2011,112000,SUV,6621.62
4038,Volkswagen,Golf,2015,69000,Hatchback,12432.43
6653,Ford,Ranger,2012,130000,Pick-Up,10540.54
4061,Volkswagen,Gol,2013,78000,Hatchback,5000.0
4268,Volkswagen,Suran,2017,14000,Monovolumen,8648.65
9196,Ford,Fiesta Kinetic Design,2011,80000,Hatchback,6756.76
9455,Ford,Ecosport,2013,68000,SUV,10135.14
5625,Volkswagen,Suran,2013,55000,Monovolumen,7567.57
3191,Volkswagen,Scirocco,2012,47000,Coupé,18108.11
4007,Ford,Focus III,2016,30000,Sedán,13378.38
4450,Ford,Fiesta Kinetic Design,2013,71400,Hatchback,8486.49
1563,Honda,Fit,2011,76000,Hatchback,5810.81
1128,Volkswagen,Amarok,2017,39000,Pick-Up,21081.08
1778,Volkswagen,Fox,2012,108000,Hatchback,5675.68
9657,Ford,Ranger,2015,74000,Pick-Up,16216.22
45,Volkswagen,Passat,2012,118000,Sedán,11351.35
1691,Ford,Ka,2012,88000,Hatchback,4864.86
6349,Volkswagen,Vento,2014,80000,Sedán,13918.92
9078,Volkswagen,Gol Trend,2013,95000,Hatchback,5540.54
7800,Volkswagen,Voyage,2018,19000,Sedán,11351.35
2087,Volkswagen,Scirocco,2012,79000,Coupé,18378.38
959,Volkswagen,Gol Trend,2014,32000,Hatchback,5810.54
1341,Mercedes Benz,Clase C,2013,92100,Sedán,18648.65
9859,Volkswagen,Amarok,2012,154000,Pick-Up,13513.51
115,Volkswagen,Amarok,2015,47000,Pick-Up,15405.41
1822,Ford,Ka,2011,89900,Hatchback,3864.86
1860,Ford,Fiesta Kinetic Design,2014,65000,Sedán,10000.0
8852,Ford,Focus III,2014,86000,Hatchback,8513.51
1356,Ford,Focus II,2011,97000,Hatchback,7027.03
7695,Volkswagen,Bora,2011,150000,Sedán,6216.22
3597,Ford,Transit,2016,57000,Pick-Up,22972.97
4578,Ford,Focus III,2016,50000,Hatchback,13243.24
5209,Volkswagen,Amarok,2015,80000,Pick-Up,15135.14
4328,Volkswagen,Voyage,2015,76000,Sedán,6891.89
6754,Volkswagen,Gol Trend,2011,49000,Hatchback,5000.0
9486,Volkswagen,Amarok,2013,97000,Pick-Up,18378.38
354,Volkswagen,Gol Trend,2013,40000,Hatchback,6081.08
177,Volkswagen,Amarok,2015,90000,Pick-Up,21351.35
3695,Mercedes Benz,Sprinter,2012,120000,Furgón,16756.76
6341,Volkswagen,Gol,2011,75650,Hatchback,3918.92
4626,Volkswagen,Suran,2017,14147,Monovolumen,10540.54
1256,Ford,Focus II,2012,47000,Hatchback,6756.76
8672,Volkswagen,Amarok,2011,110000,Pick-Up,17027.03
5841,Volkswagen,Gol Trend,2012,85000,Hatchback,4594.59
1334,Ford,Ranger,2011,100000,Pick-Up,9054.05
3034,Ford,Focus III,2015,37500,Hatchback,11081.08
563,Honda,City,2014,61500,Sedán,7432.43
4426,Ford,Ecosport,2011,70000,SUV,6756.76
9256,Volkswagen,Vento,2013,104000,Sedán,8513.51
816,Ford,Ecosport,2013,35000,SUV,9189.19
1582,Ford,Focus II,2012,82000,Hatchback,7000.0
8986,Volkswagen,Amarok,2015,22000,Pick-Up,13108.11
8642,Ford,Ranger,2013,66000,Pick-Up,17027.03
6492,Volkswagen,Saveiro,2013,70000,Pick-Up,7702.7
1325,Ford,Ranger,2015,90000,Pick-Up,15945.95
743,Ford,Ecosport,2015,52000,SUV,11594.59
4438,Volkswagen,Tiguan,2011,148000,SUV,9456.76
6804,Volkswagen,Amarok,2011,126000,Pick-Up,12162.16
3933,Volkswagen,Suran,2015,63000,Monovolumen,8783.78
2187,Volkswagen,Suran,2011,130000,Monovolumen,5945.95
8716,Volkswagen,Fox,2012,46000,Hatchback,6078.38
4622,Ford,Kuga,2013,72000,SUV,11756.76
6292,Honda,CR-V,2011,73000,SUV,9729.73
3847,Ford,Ranger,2012,175000,Pick-Up,17837.84
9138,Ford,Focus III,2015,55000,Hatchback,11351.35
6666,Ford,Focus II,2012,56000,Hatchback,7321.62
5561,Volkswagen,Vento Variant,2011,68000,Rural,7972.97
6742,Volkswagen,Gol,2014,69000,Hatchback,4054.05
2254,Volkswagen,Gol Trend,2013,85000,Hatchback,6081.08
2326,Ford,Fiesta Kinetic Design,2016,35000,Hatchback,10000.0
5025,Ford,Focus II,2011,102000,Hatchback,7024.32
349,Ford,Ecosport,2011,104500,SUV,5945.95
799,Volkswagen,Vento,2012,110000,Sedán,8378.38
2586,Ford,Focus II,2011,120000,Hatchback,5540.54
2170,Volkswagen,Vento Variant,2011,136000,Rural,7837.84
3062,Ford,Fiesta Kinetic Design,2013,67000,Hatchback,7024.32
3454,Honda,CR-V,2013,120000,SUV,14324.32
5882,Honda,Fit,2011,156517,Hatchback,6351.35
8369,Volkswagen,Amarok,2017,10000,Pick-Up,20270.27
9962,Volkswagen,Tiguan,2014,97000,SUV,16216.22
8534,Ford,Fiesta Kinetic Design,2011,80000,Hatchback,6216.22
584,Ford,Ecosport,2015,19500,SUV,11756.76
9381,Volkswagen,Amarok,2015,45233,Pick-Up,15945.95
2863,Volkswagen,Scirocco,2014,72001,Coupé,14324.35
2783,Ford,Kuga,2011,105000,SUV,10513.51
9570,Volkswagen,Gol Trend,2011,107000,Hatchback,4729.73
3229,Volkswagen,Amarok,2015,98000,Pick-Up,21621.62
7980,Volkswagen,Gol,2012,120000,Hatchback,3918.92
1373,Ford,Fiesta,2012,117000,Sedán,5000.0
224,Ford,Fiesta,2011,150000,Sedán,4189.19
5477,Ford,Fiesta Kinetic Design,2013,90000,Hatchback,6081.08
7167,Volkswagen,Gol,2012,135000,Hatchback,3783.78
9917,Volkswagen,Gol,2012,89000,Hatchback,3648.65
5219,Volkswagen,Suran,2011,89000,Monovolumen,4864.86
6908,Volkswagen,Suran,2012,66000,Monovolumen,6216.19
1287,Volkswagen,Polo,2017,11000,Hatchback,8648.65
5277,Volkswagen,Suran,2015,38000,Monovolumen,7756.76
6825,Honda,Fit,2011,110000,Hatchback,6756.76
4913,Volkswagen,Amarok,2015,83000,Pick-Up,18108.11
2220,Ford,Ecosport,2012,70000,SUV,8510.81
7088,Honda,City,2014,26000,Sedán,8918.92
5948,Ford,Ecosport,2011,130000,SUV,5135.14
4382,Ford,Fiesta Kinetic Design,2014,75000,Hatchback,7297.3
640,Volkswagen,Gol,2012,92000,Hatchback,4189.19
2785,Ford,Focus III,2014,70000,Hatchback,10810.81
4094,Ford,Focus III,2017,8000,Hatchback,18378.38
5709,Ford,Fiesta Kinetic Design,2013,55000,Hatchback,7432.43
5322,Volkswagen,Vento,2013,50000,Sedán,11486.49
5043,Ford,Ecosport,2013,30000,SUV,10270.27
3029,Ford,Focus II,2011,87000,Sedán,5662.16
6515,Ford,Fiesta Kinetic Design,2014,43000,Sedán,9459.46
7219,Ford,Ka,2012,88000,Hatchback,4054.05
8375,Volkswagen,Suran,2014,105000,Monovolumen,6216.22
6390,Volkswagen,Vento,2014,74500,Sedán,13513.51
5163,Ford,Fiesta Kinetic Design,2013,65000,Sedán,6891.62
8752,Volkswagen,Virtus,2018,15000,Sedán,14054.05
5367,Volkswagen,Suran,2012,63300,Monovolumen,5270.27
2303,Ford,Focus III,2016,43000,Hatchback,11351.35
2255,Volkswagen,Gol Trend,2015,40000,Hatchback,7297.3
3046,Ford,Kuga,2013,41800,SUV,12972.97
1740,Honda,City,2011,92000,Sedán,6351.35
8117,Ford,Ecosport,2015,37132,SUV,11081.08
591,Volkswagen,Golf,2015,35000,Hatchback,12972.97
8597,Volkswagen,Gol,2013,60000,Hatchback,4054.05
94,Ford,Ka,2011,90000,Hatchback,4729.73
1172,Ford,Focus II,2011,93000,Hatchback,6216.22
2478,Ford,Ecosport,2013,86500,SUV,8648.65
258,Volkswagen,Gol Trend,2011,48500,Hatchback,4918.92
3629,Ford,Ka,2013,94000,Hatchback,4054.05
9831,Honda,Fit,2011,130000,Hatchback,5810.81
2166,Ford,Ka,2014,95000,Hatchback,4459.46
9503,Mercedes Benz,Sprinter,2012,90000,Furgón,14864.86
6497,Volkswagen,Fox,2013,94000,Hatchback,5324.32
3233,Volkswagen,Vento,2013,106000,Sedán,9459.46
8548,Volkswagen,Amarok,2012,132000,Pick-Up,13486.49
8186,Ford,Ka,2012,110000,Hatchback,3783.78
2430,Ford,Focus III,2013,70000,Hatchback,270.27
5053,Chrysler,Town & Country,2013,83000,Monovolumen,17270.27
3150,Ford,Focus III,2015,70000,Sedán,9459.46
8284,Honda,CR-V,2011,130000,SUV,12297.3
8556,Honda,City,2011,126000,Sedán,6067.57
3924,Volkswagen,Gol,2011,85000,Hatchback,4054.05
9344,Volkswagen,Gol,2012,42000,Hatchback,5000.0
6527,Volkswagen,Fox,2012,101000,Hatchback,7027.03
5152,Ford,Focus II,2011,87000,Sedán,5675.68
2181,Honda,HR-V,2015,23000,SUV,14594.59
2688,Volkswagen,Passat,2012,79958,Sedán,12432.43
530,Ford,Focus III,2015,47000,Sedán,13783.78
8554,Honda,City,2013,60000,Sedán,7835.14
4914,Ford,Ecosport,2014,68000,SUV,9432.43
900,Volkswagen,Amarok,2012,169000,Pick-Up,12405.41
8051,Volkswagen,Saveiro,2014,80000,Pick-Up,8648.65
7524,Ford,Ranger,2017,36000,Pick-Up,15891.89
2056,Volkswagen,Golf,2012,65000,Hatchback,17972.97
2268,Mercedes Benz,Clase B,2014,77000,Monovolumen,13243.24
5520,Volkswagen,Suran,2015,60000,Monovolumen,7702.7
3025,Volkswagen,Fox,2012,128000,Hatchback,6486.49
3288,Volkswagen,Gol Trend,2016,47505,Hatchback,7837.84
9651,Ford,Focus III,2014,64500,Sedán,9189.19
9399,Volkswagen,Amarok,2013,98000,Pick-Up,13378.38
1146,Volkswagen,Fox,2013,55000,Hatchback,6351.35
6250,Ford,Ecosport,2015,80000,SUV,9324.32
5113,Ford,Focus III,2016,43000,Hatchback,13918.92
5104,Volkswagen,Amarok,2012,166000,Pick-Up,13513.51
5961,Honda,Civic,2013,80000,Sedán,10135.14
8539,Ford,Focus III,2017,17000,Sedán,16081.08
6872,Ford,Focus III,2014,40352,Hatchback,11351.35
2165,Volkswagen,Saveiro,2013,88000,Pick-Up,5945.95
2415,Ford,Focus II,2013,47000,Hatchback,5945.95
9394,Volkswagen,Gol Trend,2013,66000,Hatchback,5540.54
8530,Volkswagen,Bora,2011,135000,Sedán,6351.35
622,Ford,Ecosport,2015,64000,SUV,10270.24
2402,Mercedes Benz,Clase C,2013,95000,Sedán,15945.95
573,Ford,Fiesta Kinetic Design,2011,72000,Hatchback,6621.62
7460,Volkswagen,Suran,2015,70000,Monovolumen,8918.92
2184,Mercedes Benz,Clase C,2013,24000,Sedán,26486.49
8140,Volkswagen,Suran,2011,120000,Monovolumen,6081.08
6076,Volkswagen,Gol Trend,2015,31000,Hatchback,6756.76
7783,Ford,Ka,2013,69000,Hatchback,4864.86
8501,Ford,Focus III,2015,30000,Sedán,9459.46
7733,Ford,Ecosport,2011,128000,SUV,5405.41
2980,Ford,Ranger,2013,109000,Pick-Up,16081.08
3961,Volkswagen,Sharan,2011,130000,Monovolumen,11351.35
1003,Volkswagen,Bora,2011,109000,Sedán,7837.84
881,Volkswagen,Suran,2013,48000,Monovolumen,5378.38
5346,Ford,Focus III,2016,32000,Hatchback,14054.05
182,Mercedes Benz,Sprinter,2016,22000,Furgón,27837.84
5354,Ford,Ecosport,2013,55000,SUV,8783.78
3583,Volkswagen,Amarok,2015,59000,Pick-Up,15810.81
5929,Ford,Focus III,2013,50000,Hatchback,10405.41
9484,Volkswagen,Bora,2012,135000,Sedán,6621.62
567,Volkswagen,Suran,2016,38000,Monovolumen,10810.81
7957,Ford,Focus III,2016,30000,Hatchback,13513.51
7112,Honda,CR-V,2014,51500,SUV,540.54
7188,Volkswagen,Up!,2017,19000,Hatchback,8378.38
89,Volkswagen,Gol Trend,2013,96000,Hatchback,5135.14
5814,Ford,Ecosport,2012,90000,SUV,5378.38
6942,Ford,Ecosport,2015,47000,SUV,12837.84
3486,Ford,Ka,2013,37300,Hatchback,4432.43
8199,Volkswagen,Gol Trend,2013,97000,Hatchback,5675.68
1197,Volkswagen,Fox,2011,79085,Hatchback,5675.68
6855,Volkswagen,Amarok,2011,160000,Pick-Up,11891.89
9005,Ford,Fiesta Kinetic Design,2011,148000,Hatchback,7297.3
9886,Ford,Mondeo,2011,151000,Sedán,8648.65
9797,Volkswagen,Voyage,2013,110000,Sedán,5081.08
5669,Volkswagen,Vento,2012,80000,Sedán,11594.59
7646,Volkswagen,Amarok,2015,84000,Pick-Up,24594.59
8463,Volkswagen,Amarok,2015,62000,Pick-Up,17567.57
9133,Ford,Fiesta Kinetic Design,2011,80000,Hatchback,7567.57
7220,Volkswagen,Voyage,2015,55000,Sedán,5810.81
7367,Ford,Fiesta Kinetic Design,2013,61800,Hatchback,8783.78
9728,Volkswagen,Saveiro,2015,53000,Pick-Up,7297.3
5230,Honda,CR-V,2011,149000,SUV,10675.68
8510,Volkswagen,Vento,2013,91000,Sedán,9324.32
8551,Volkswagen,Fox,2011,123000,Hatchback,6351.35
7154,Volkswagen,Gol Trend,2017,23000,Hatchback,5675.68
1075,Volkswagen,Suran Cross,2014,67000,Monovolumen,9702.7
1263,Ford,Focus II,2013,85000,Sedán,7702.7
2961,Ford,Fiesta Kinetic Design,2012,74500,Hatchback,6756.76
3967,Ford,Fiesta Kinetic Design,2015,50000,Hatchback,11078.38
8256,Volkswagen,Gol Trend,2014,50000,Hatchback,6418.92
9315,Volkswagen,Saveiro,2016,70000,Pick-Up,8081.08
1353,Volkswagen,Gol Trend,2013,100000,Hatchback,5108.11
3142,Ford,Fiesta Kinetic Design,2013,54000,Hatchback,8108.11
9496,Volkswagen,Bora,2013,48000,Sedán,8378.38
5212,Ford,Ecosport,2015,39500,SUV,10810.81
3266,Ford,Focus III,2016,38000,Hatchback,12162.16
3125,Volkswagen,Voyage,2017,19000,Sedán,8243.24
1748,Ford,Focus III,2014,62000,Hatchback,9675.68
6117,Ford,Fiesta Kinetic Design,2016,50000,Hatchback,8513.51
9845,Volkswagen,Bora,2011,152000,Sedán,6756.76
767,Ford,Ecosport,2015,79000,SUV,10000.0
4248,Volkswagen,Voyage,2013,77000,Sedán,6216.22
7078,Ford,Ka,2011,110000,Hatchback,3729.73
7986,Ford,Mondeo,2016,57000,Sedán,21081.08
4860,Volkswagen,Amarok,2015,90000,Pick-Up,22432.43
7919,Ford,Ecosport,2012,47000,SUV,8378.38
3031,Volkswagen,Amarok,2013,56000,Pick-Up,15675.68
1293,Ford,Fiesta Kinetic Design,2011,100000,Sedán,5054.05
3541,Ford,Focus III,2013,70000,Hatchback,7702.7
5076,Volkswagen,Gol,2012,130000,Hatchback,3324.32
2229,Volkswagen,Suran,2015,56000,Monovolumen,8513.51
8588,Ford,Fiesta Kinetic Design,2012,125000,Hatchback,7783.78
7401,Volkswagen,Gol Trend,2014,64000,Hatchback,6213.51
6772,Ford,Focus III,2014,44800,Hatchback,10837.84
6074,Volkswagen,Amarok,2013,76000,Pick-Up,16081.08
3407,Volkswagen,Gol,2012,100000,Hatchback,3513.51
6884,Volkswagen,Voyage,2011,64000,Sedán,6081.08
8584,Volkswagen,Suran,2011,105000,Monovolumen,5945.95
6553,Ford,Ecosport,2015,44000,SUV,12135.14
6293,Volkswagen,Golf,2017,21600,Hatchback,19189.19
3974,Volkswagen,Amarok,2012,100000,Pick-Up,11621.62
9795,Volkswagen,Amarok,2013,160000,Pick-Up,12945.95
7319,Volkswagen,Fox,2012,88900,Hatchback,5621.62
4998,Ford,Mondeo,2017,30000,Sedán,24324.32
8661,Honda,Fit,2011,70000,Hatchback,7466.22
2191,Ford,Fiesta,2011,90000,Hatchback,4324.32
9142,Ford,Kuga,2011,105000,SUV,11351.35
6342,Ford,Fiesta Kinetic Design,2011,48000,Sedán,7027.03
2680,Volkswagen,Gol Trend,2017,18200,Hatchback,7837.84
9246,Chrysler,PT Cruiser,2011,67000,Hatchback,5675.68
2807,Ford,Fiesta Kinetic Design,2017,29000,Hatchback,11621.62
1119,Volkswagen,Amarok,2013,133000,Pick-Up,14864.86
1149,Volkswagen,Gol,2011,67000,Hatchback,3918.92
8027,Volkswagen,Voyage,2014,28300,Sedán,5945.95
6334,Ford,Ecosport,2017,25000,SUV,10000.0
8791,Mercedes Benz,Clase GLK,2014,95000,SUV,27028.38
9680,Volkswagen,Fox,2016,10000,Hatchback,8108.11
4302,Ford,Fiesta Kinetic Design,2013,108000,Sedán,6810.81
7617,Ford,Ecosport,2011,115000,SUV,5891.89
4898,Volkswagen,Vento,2015,74000,Sedán,12162.16
1349,Volkswagen,Gol Trend,2011,75000,Hatchback,4324.32
2076,Ford,Focus II,2011,112000,Sedán,6216.22
4758,Volkswagen,Amarok,2011,110000,Pick-Up,14459.46
2381,Ford,Focus III,2014,70000,Hatchback,12429.73
741,Mercedes Benz,Clase GLC,2017,17500,SUV,2337.84
4623,Volkswagen,Amarok,2011,180000,Pick-Up,13378.38
8312,Volkswagen,Gol Trend,2012,130000,Hatchback,4594.59
3888,Volkswagen,Vento,2014,57000,Sedán,15378.38
764,Volkswagen,Suran,2013,42000,Monovolumen,8648.65
6381,Mercedes Benz,Clase C,2014,80000,Sedán,16486.49
5769,Ford,Ecosport,2013,44100,SUV,9459.46
7479,Volkswagen,Bora,2013,80000,Sedán,6756.76
1807,Volkswagen,Gol Trend,2011,140000,Hatchback,5270.27
2962,Volkswagen,Suran,2011,91000,Monovolumen,6175.68
8441,Honda,CR-V,2013,80000,SUV,15945.95
2833,Ford,Fiesta Kinetic Design,2014,44000,Sedán,8594.59
2724,Honda,CR-V,2011,159011,SUV,13243.24
9681,Ford,Focus III,2014,79000,Hatchback,8378.38
5809,Ford,Fiesta,2013,50000,Hatchback,5270.27
7517,Volkswagen,Fox,2017,24590,Hatchback,10270.27
9283,Ford,Transit,2013,106000,Monovolumen,22432.43
1417,Ford,Ecosport,2011,99000,SUV,6621.62
5518,Volkswagen,Gol Trend,2017,7500,Hatchback,7567.57
1409,Volkswagen,Bora,2014,89500,Sedán,7783.78
1468,Volkswagen,Golf,2016,58000,Hatchback,14027.03
8596,Volkswagen,Vento,2013,105000,Sedán,9324.32
650,Volkswagen,Vento,2011,62000,Sedán,11621.62
4811,Volkswagen,Gol Trend,2015,75000,Hatchback,6216.22
9380,Volkswagen,Vento,2011,54000,Sedán,10135.14
5190,Ford,Fiesta Kinetic Design,2015,74000,Hatchback,7945.95
8860,Ford,Fiesta Kinetic Design,2015,43500,Hatchback,8621.62
612,Volkswagen,Amarok,2013,115000,Pick-Up,14729.73
6961,Volkswagen,Gol Trend,2015,40000,Hatchback,6216.22
1475,Ford,Ecosport,2013,60000,SUV,10000.0
2463,Volkswagen,Suran,2016,32000,Monovolumen,7567.57
3380,Ford,Ecosport,2011,126000,SUV,5108.11
5352,Ford,Focus III,2015,69000,Hatchback,9594.59
2647,Ford,Focus III,2016,34300,Hatchback,13783.78
4835,Volkswagen,Bora,2013,56000,Sedán,6756.76
3677,Volkswagen,Amarok,2014,82000,Pick-Up,14054.05
2329,Honda,Fit,2013,105000,Hatchback,8918.92
457,Ford,Fiesta Kinetic Design,2013,51000,Hatchback,8243.24
3259,Honda,City,2011,125000,Sedán,5945.95
1804,Volkswagen,Vento,2012,81000,Sedán,9729.73
1213,Ford,Ecosport,2012,68000,SUV,6378.11
6806,Honda,Civic,2011,135000,Sedán,8108.11
2959,Volkswagen,Bora,2011,86000,Sedán,8108.11
4883,Volkswagen,Saveiro,2012,139000,Pick-Up,6486.49
4619,Ford,Ecosport,2013,106000,SUV,9459.46
1477,Volkswagen,Suran,2012,135000,Monovolumen,6216.22
7820,Volkswagen,Bora,2013,64000,Sedán,7837.84
6730,Ford,Fiesta Kinetic Design,2013,75000,Hatchback,6351.35
6584,Volkswagen,Gol Trend,2015,20000,Hatchback,6459.46
7961,Volkswagen,Golf,2016,63000,Hatchback,16162.16
3965,Volkswagen,Fox,2011,90000,Hatchback,5675.68
7569,Volkswagen,Fox,2013,56000,Hatchback,7027.03
8436,Volkswagen,Gol,2012,70000,Hatchback,4054.05
7621,Honda,City,2014,66000,Sedán,8054.05
6698,Ford,Fiesta Kinetic Design,2011,68000,Hatchback,6351.35
2734,Volkswagen,Gol Trend,2011,78000,Hatchback,4594.59
3399,Volkswagen,Fox,2016,34400,Hatchback,9324.32
1271,Volkswagen,Scirocco,2014,45000,Coupé,15134.86
9463,Ford,Ecosport,2013,75000,SUV,8783.78
2025,Volkswagen,The Beetle,2017,34000,Hatchback,18783.78
8619,Volkswagen,Golf,2018,9000,Hatchback,22972.97
8845,Ford,Ranger,2017,10000,Pick-Up,17567.57
3733,Ford,Fiesta,2013,39000,Hatchback,4594.59
8278,Volkswagen,Fox,2011,78000,Hatchback,4729.73
8433,Volkswagen,Fox,2011,89000,Hatchback,4729.73
4338,Ford,Ka,2013,70000,Hatchback,4027.03
4682,Ford,Focus III,2018,21000,Sedán,14054.05
1611,Volkswagen,Bora,2012,119000,Sedán,6621.62
8685,Ford,Focus III,2014,68875,Hatchback,8108.11
5639,Volkswagen,Amarok,2017,17800,Pick-Up,21351.35
1811,Ford,Fiesta,2014,46000,Hatchback,7810.81
1346,Volkswagen,Amarok,2012,149000,Pick-Up,12945.95
1590,Ford,Focus III,2014,26000,Hatchback,9729.73
6948,Volkswagen,Bora,2011,57000,Sedán,7297.3
6928,Volkswagen,Amarok,2013,98900,Pick-Up,13513.51
9477,Ford,Focus II,2013,81500,Sedán,7567.57
5702,Volkswagen,Suran,2013,88600,Monovolumen,5270.27
9846,Volkswagen,Gol,2011,80000,Hatchback,4054.05
5235,Ford,Kuga,2013,99000,SUV,11889.19
2101,Ford,Fiesta,2014,60000,Hatchback,7162.16
9124,Volkswagen,Vento,2015,79000,Sedán,10270.27
8925,Volkswagen,Gol Trend,2014,52000,Hatchback,5405.41
9040,Ford,Ranger,2016,70000,Pick-Up,18648.65
1937,Volkswagen,Saveiro,2011,90000,Pick-Up,6351.35
8624,Volkswagen,Gol Trend,2017,13000,Hatchback,7567.57
6703,Volkswagen,Gol Trend,2018,6400,Hatchback,7837.84
5592,Volkswagen,Vento,2012,92000,Sedán,10270.27
3269,Volkswagen,Vento,2012,89000,Sedán,8108.11
3393,Honda,HR-V,2016,25100,SUV,15945.95
6452,Ford,Fiesta Kinetic Design,2011,84000,Hatchback,7054.05
5787,Ford,Focus III,2013,70000,Sedán,9594.59
8365,Volkswagen,Fox,2014,34000,Hatchback,8513.51
1015,Ford,Ka,2012,120500,Hatchback,3648.65
590,Ford,Ka,2013,60000,Hatchback,4918.92
9500,Ford,Fiesta Kinetic Design,2016,19000,Hatchback,10513.51
3610,Volkswagen,Bora,2012,89000,Sedán,6486.49
8893,Honda,CR-V,2015,70000,SUV,17027.03
9857,Ford,Ecosport,2015,48000,SUV,8648.65
1210,Volkswagen,Gol Trend,2012,63000,Hatchback,5135.14
9761,Volkswagen,Gol,2011,122000,Hatchback,3918.92
8916,Ford,Ecosport,2012,39000,SUV,7810.81
6921,Volkswagen,Gol Trend,2016,41000,Hatchback,6891.89
9189,Volkswagen,Suran,2013,69000,Monovolumen,7810.81
447,Volkswagen,Voyage,2012,49500,Sedán,4567.57
1933,Ford,Fiesta Kinetic Design,2015,70000,Hatchback,8378.38
7963,Ford,Ka,2013,66700,Hatchback,4324.32
3621,Ford,Fiesta Kinetic Design,2011,100000,Sedán,6216.22
9412,Volkswagen,Bora,2013,58000,Sedán,7621.62
4859,Volkswagen,Golf,2015,50000,Hatchback,13486.49
2114,Ford,Focus II,2012,118000,Hatchback,6486.49
1195,Ford,Focus III,2017,5600,Hatchback,15675.68
4894,Volkswagen,Amarok,2013,142000,Pick-Up,14729.73
8059,Volkswagen,Gol Trend,2011,85000,Hatchback,5270.27
935,Volkswagen,Gol Trend,2011,145000,Hatchback,4459.46
9988,Mercedes Benz,Clase B,2011,32000,Monovolumen,9405.41
2018,Chrysler,PT Cruiser,2011,67000,Hatchback,6756.76
8232,Volkswagen,CC,2011,120000,Sedán,13243.24
7361,Ford,Fiesta Kinetic Design,2017,20000,Hatchback,8378.38
1799,Volkswagen,Suran,2012,95000,Monovolumen,5540.54
7308,Ford,Ecosport,2015,44000,SUV,12121.62
6422,Ford,Ranger,2014,122000,Pick-Up,17297.3
6589,Volkswagen,Fox,2011,85000,Hatchback,5945.95
3826,Volkswagen,Vento,2012,115000,Sedán,9729.73
1786,Volkswagen,Suran,2014,88000,Monovolumen,6743.24
1814,Ford,Focus III,2013,110000,Hatchback,9513.51
979,Volkswagen,Voyage,2011,91200,Sedán,5405.41
9823,Ford,Ecosport,2014,95500,SUV,9729.73
4530,Ford,Ecosport,2014,42500,SUV,8378.38
1227,Ford,Ka,2013,58000,Hatchback,4459.46
8567,Honda,Civic,2013,48200,Sedán,10675.68
1103,Ford,Focus III,2013,111000,Hatchback,10810.81
6115,Volkswagen,Gol,2012,96000,Hatchback,3513.51
7076,Volkswagen,Gol Trend,2013,59000,Hatchback,6756.76
318,Volkswagen,Tiguan,2012,110000,SUV,12972.97
8458,Volkswagen,Gol Trend,2016,30000,Hatchback,6756.76
6398,Volkswagen,Vento,2011,124000,Sedán,10810.81
3071,Volkswagen,Gol Trend,2015,32000,Hatchback,6216.22
6019,Ford,Ranger,2011,145000,Pick-Up,8378.38
6854,Ford,Ka,2012,75000,Hatchback,4189.19
5572,Volkswagen,Bora,2013,84000,Sedán,7567.57
9275,Ford,Ka,2011,73600,Hatchback,4324.32
7085,Volkswagen,Gol Trend,2013,108000,Hatchback,5405.41
9970,Ford,Focus III,2013,88000,Hatchback,7756.76
9784,Volkswagen,Vento,2011,115000,Sedán,8891.89
7644,Ford,Ecosport,2014,55000,SUV,10810.81
8701,Volkswagen,Up!,2015,43000,Hatchback,6891.89
495,Volkswagen,Amarok,2012,86000,Pick-Up,11891.89
3710,Mercedes Benz,Clase E,2011,78067,Sedán,918.92
3848,Volkswagen,Bora,2012,82000,Sedán,7027.03
9642,Volkswagen,Suran,2011,105000,Monovolumen,5945.95
3091,Volkswagen,Gol Trend,2014,19900,Hatchback,5945.95
5131,Honda,Civic,2012,101000,Sedán,8243.24
3588,Ford,Ecosport,2012,64000,SUV,5945.95
5365,Ford,Ecosport,2011,110000,SUV,5270.27
8104,Ford,Focus III,2013,66000,Hatchback,10135.14
8342,Volkswagen,Amarok,2016,18000,Pick-Up,20405.41
7956,Volkswagen,Gol Trend,2016,25000,Hatchback,6621.62
3947,Ford,Focus II,2012,64000,Hatchback,6891.89
7195,Ford,Ecosport,2011,146000,SUV,6621.62
1248,Honda,Fit,2012,99000,Hatchback,7835.14
7572,Volkswagen,Polo,2016,63190,Hatchback,8386.49
2683,Ford,Fiesta Kinetic Design,2011,90186,Hatchback,5945.95
4063,Volkswagen,Suran,2011,115000,Monovolumen,5945.95
295,Volkswagen,Bora,2011,86000,Sedán,7162.16
8715,Volkswagen,Amarok,2018,8200,Pick-Up,21621.62
883,Volkswagen,Fox,2011,80000,Hatchback,6351.35
811,Volkswagen,Amarok,2014,96000,Pick-Up,15945.95
6022,Ford,Ecosport,2013,80000,SUV,10270.27
8989,Volkswagen,Amarok,2016,60000,Pick-Up,14318.92
4999,Volkswagen,Gol Trend,2012,51800,Hatchback,5405.41
9376,Ford,Fiesta Kinetic Design,2012,64000,Sedán,6351.35
6307,Ford,Ecosport,2014,74000,SUV,8918.92
7664,Volkswagen,Bora,2012,118502,Sedán,8243.24
2431,Volkswagen,Gol Trend,2014,75000,Hatchback,6351.35
20,Volkswagen,Bora,2011,85000,Sedán,6081.08
1565,Ford,Ecosport,2015,42000,SUV,12586.49
757,Ford,Focus III,2015,52000,Hatchback,12162.16
