,make,model,year,kms,kind,price
2159,Volkswagen,Gol Trend,2011,85000,Hatchback,5405.41
8079,Volkswagen,Voyage,2017,32000,Sedán,7702.7
4528,Volkswagen,Amarok,2011,160000,Pick-Up,12162.16
7472,Volkswagen,Gol Trend,2012,48000,Hatchback,4864.86
808,Volkswagen,Amarok,2014,90000,Pick-Up,20540.54
5334,Volkswagen,Scirocco,2013,54000,Coupé,16486.49
510,Ford,Focus III,2015,60000,Hatchback,12972.97
4444,Mercedes Benz,Clase B,2011,98500,Monovolumen,10270.27
802,Volkswagen,Amarok,2011,197306,Pick-Up,11621.62
9085,Ford,Fiesta Kinetic Design,2013,38000,Hatchback,8648.65
3306,Honda,Civic,2013,50000,Sedán,11889.19
8841,Volkswagen,Gol Trend,2015,45000,Hatchback,6756.76
3874,Volkswagen,Bora,2011,128000,Sedán,6216.22
7815,Ford,Fiesta Kinetic Design,2012,92000,Hatchback,6351.35
2946,Volkswagen,Fox,2011,97001,Hatchback,5135.16
8109,Volkswagen,Gol,2012,141000,Hatchback,3918.92
2198,Volkswagen,Amarok,2012,119000,Pick-Up,16189.19
69,Volkswagen,Voyage,2015,75069,Sedán,7783.78
3158,Ford,Fiesta Kinetic Design,2011,47000,Hatchback,6351.35
1369,Ford,Ka,2011,44000,Hatchback,4324.32
9512,Volkswagen,Gol,2013,124000,Hatchback,4459.46
2034,Honda,City,2011,145152,Sedán,7297.3
5318,Volkswagen,Amarok,2014,71000,Pick-Up,16216.22
2952,Volkswagen,Bora,2012,54500,Sedán,7162.16
4868,Volkswagen,Bora,2012,66000,Sedán,7027.03
2360,Volkswagen,Vento,2011,120000,Sedán,10270.27
9964,Ford,Ecosport,2015,73000,SUV,9702.7
3772,Volkswagen,Bora,2011,133000,Sedán,5405.41
9096,Volkswagen,Gol Trend,2015,35560,Hatchback,7972.97
5392,Volkswagen,Voyage,2016,46000,Sedán,8918.92
1965,Volkswagen,Gol,2011,106000,Hatchback,3243.24
6636,Volkswagen,Suran,2011,115000,Monovolumen,5324.32
6864,Volkswagen,Suran,2013,110000,Monovolumen,5135.14
3845,Honda,City,2012,100000,Sedán,7297.3
2752,Ford,Focus III,2015,59000,Hatchback,12162.16
8035,Volkswagen,Fox,2013,46000,Hatchback,5675.68
3152,Ford,Fiesta Kinetic Design,2014,75000,Hatchback,8243.24
3458,Ford,Ecosport,2016,23000,SUV,10000.0
4609,Volkswagen,Gol,2012,61000,Hatchback,4324.32
8497,Volkswagen,Gol Trend,2014,59700,Hatchback,5810.81
4633,Volkswagen,Amarok,2013,156000,Pick-Up,17567.57
1895,Volkswagen,Vento,2011,154363,Sedán,8108.11
3937,Honda,Civic,2012,60000,Sedán,8783.78
4439,Volkswagen,Amarok,2017,18500,Pick-Up,17297.3
3493,Volkswagen,Gol,2014,79000,Hatchback,4189.19
237,Ford,Fiesta Kinetic Design,2013,77000,Hatchback,7297.3
9926,Ford,Focus II,2011,135000,Hatchback,6837.84
3892,Volkswagen,Vento,2014,63000,Sedán,9864.86
604,Volkswagen,Fox,2013,76000,Hatchback,6081.08
4227,Ford,Focus III,2014,81000,Hatchback,11891.89
7516,Volkswagen,Gol Trend,2014,58500,Hatchback,6486.49
303,Ford,Ranger,2015,40000,Pick-Up,18918.92
6285,Volkswagen,Gol,2015,62000,Hatchback,4540.54
4430,Honda,CR-V,2012,70000,SUV,17027.03
1665,Volkswagen,Amarok,2014,89000,Pick-Up,23648.65
6333,Volkswagen,Golf,2015,43000,Hatchback,13824.32
6965,Volkswagen,Amarok,2015,58000,Pick-Up,12972.97
4126,Volkswagen,Fox,2011,72999,Hatchback,6351.35
9624,Volkswagen,Bora,2012,98000,Sedán,7027.03
402,Volkswagen,Suran,2013,60000,Monovolumen,5135.14
754,Ford,Ecosport,2013,87000,SUV,9729.73
2947,Ford,Ecosport,2015,66500,SUV,11351.35
5077,Volkswagen,Bora,2011,98000,Sedán,6486.49
3018,Volkswagen,Fox,2014,50000,Hatchback,6216.22
8823,Ford,Focus II,2012,77000,Hatchback,7027.03
8147,Ford,Ecosport,2013,49000,SUV,8648.65
1291,Ford,Ka,2013,55000,Hatchback,4729.73
3179,Volkswagen,Gol,2013,123000,Hatchback,4189.19
572,Ford,Fiesta,2011,94000,Sedán,3783.78
78,Volkswagen,Gol Trend,2015,35000,Hatchback,6756.76
263,Volkswagen,Saveiro,2015,82000,Pick-Up,8648.65
9251,Ford,Focus II,2012,90000,Sedán,5810.81
1533,Volkswagen,Tiguan,2012,88000,SUV,12432.43
7894,Ford,Ecosport,2015,68000,SUV,8648.65
1144,Chrysler,PT Cruiser,2011,77000,Hatchback,4729.73
7571,Chrysler,Town & Country,2013,80855,Monovolumen,28756.76
1508,Ford,Ecosport,2013,46000,SUV,9054.05
7498,Ford,Mondeo,2015,60000,Sedán,500.0
8172,Ford,Fiesta Kinetic Design,2013,72800,Hatchback,7837.84
1934,Volkswagen,Gol Trend,2013,82000,Hatchback,6216.22
5012,Ford,Focus II,2011,96000,Sedán,6081.08
8799,Ford,Focus II,2013,60000,Sedán,7432.43
3752,Volkswagen,Gol,2013,56000,Hatchback,4189.19
6392,Volkswagen,Vento,2012,93500,Sedán,9189.19
4748,Ford,Focus II,2015,83000,Sedán,10810.81
5185,Volkswagen,Gol,2012,70000,Hatchback,3918.92
5778,Volkswagen,Golf,2015,32000,Hatchback,12297.3
4211,Volkswagen,Fox,2016,27400,Hatchback,10000.0
320,Volkswagen,Amarok,2013,122000,Pick-Up,17567.57
6512,Ford,Ecosport,2012,95000,SUV,6621.62
4168,Ford,Focus II,2012,130000,Hatchback,6216.22
7237,Volkswagen,Fox,2011,96000,Hatchback,4729.73
4897,Volkswagen,Bora,2011,92000,Sedán,7000.0
8480,Ford,Ecosport,2014,56500,SUV,9594.59
4505,Volkswagen,Suran,2013,93000,Monovolumen,7297.3
2640,Mercedes Benz,Clase SLK,2014,16000,Cabriolet,2108.11
7584,Honda,Civic,2011,135000,Sedán,8108.11
9671,Ford,Fiesta Kinetic Design,2015,38000,Hatchback,10540.54
9563,Volkswagen,Bora,2011,83500,Sedán,5594.59
107,Volkswagen,Saveiro,2015,35000,Pick-Up,10000.0
1041,Volkswagen,Gol,2012,94000,Hatchback,4243.24
2375,Volkswagen,Gol Trend,2011,84000,Hatchback,4594.59
1202,Ford,Focus II,2012,122000,Sedán,6216.22
2475,Ford,Focus II,2011,130000,Hatchback,5675.68
3027,Volkswagen,Golf,2016,23000,Hatchback,13486.49
4637,Ford,Ranger,2013,73000,Pick-Up,17027.03
2078,Volkswagen,Vento,2012,68000,Sedán,12972.97
7759,Ford,Ecosport,2012,89000,SUV,6756.76
6174,Ford,Ranger,2017,7900,Pick-Up,18378.38
601,Volkswagen,Gol Trend,2014,76865,Hatchback,5135.14
9216,Ford,Mondeo,2018,12000,Sedán,26486.49
9010,Ford,Focus III,2016,41000,Hatchback,11891.89
5843,Ford,Focus II,2011,120000,Hatchback,6756.76
3412,Volkswagen,Suran,2013,84000,Monovolumen,6486.49
6443,Ford,Focus III,2017,21000,Hatchback,14486.49
8354,Ford,Ranger,2013,110000,Pick-Up,13243.24
3851,Volkswagen,Suran,2012,88000,Monovolumen,5945.95
4864,Ford,Ecosport,2013,65000,SUV,8648.65
8939,Honda,Fit,2011,67521,Hatchback,7756.76
1036,Ford,Fiesta,2013,45400,Hatchback,4810.81
6470,Volkswagen,Fox,2015,42000,Hatchback,6756.76
7822,Volkswagen,Vento,2012,135000,Sedán,9729.73
6069,Volkswagen,Gol,2013,52000,Hatchback,3770.27
2533,Ford,Ecosport,2013,60000,SUV,9456.76
4166,Volkswagen,Vento,2014,105000,Sedán,11891.89
5749,Volkswagen,Bora,2013,99000,Sedán,7027.03
8414,Volkswagen,Scirocco,2013,35000,Coupé,17027.03
8723,Volkswagen,Amarok,2017,40500,Pick-Up,22405.41
4276,Ford,Focus II,2011,85000,Sedán,6891.89
943,Volkswagen,Gol Trend,2012,85000,Hatchback,4324.32
561,Ford,Ecosport,2014,57000,SUV,8645.95
4689,Mercedes Benz,Vito,2018,6800,Furgón,25675.68
1649,Volkswagen,Amarok,2014,64000,Pick-Up,14324.32
5736,Volkswagen,Amarok,2013,147000,Pick-Up,13783.78
6726,Ford,Focus III,2015,57200,Hatchback,10270.27
8028,Volkswagen,Voyage,2011,158000,Sedán,5675.68
2095,Ford,Focus III,2014,65000,Hatchback,8783.78
6583,Ford,Fiesta Kinetic Design,2014,27000,Hatchback,9189.19
1523,Honda,CR-V,2011,84000,SUV,10135.14
646,Ford,Focus III,2015,18000,Hatchback,10135.14
1070,Ford,Focus III,2014,70000,Hatchback,10945.95
1362,Volkswagen,Suran,2012,118400,Monovolumen,5000.0
6802,Honda,City,2012,56000,Sedán,6099.41
5065,Volkswagen,Gol Trend,2015,47000,Hatchback,5675.68
6990,Volkswagen,Passat,2011,99000,Sedán,13783.78
1701,Volkswagen,Gol,2012,46000,Hatchback,4581.08
7341,Volkswagen,Bora,2011,93000,Sedán,6486.49
9210,Volkswagen,Bora,2012,53000,Sedán,6351.35
9521,Ford,Fiesta Kinetic Design,2014,70000,Hatchback,6891.89
2390,Ford,Focus III,2018,23000,Hatchback,18378.38
9682,Ford,Focus III,2015,48000,Hatchback,13783.78
6645,Volkswagen,Polo,2016,20500,Hatchback,11594.59
1472,Ford,Ecosport,2013,54000,SUV,10783.78
6000,Honda,City,2012,110000,Sedán,7297.3
5899,Ford,Ecosport,2011,140000,SUV,5675.68
2721,Ford,Fiesta Kinetic Design,2016,62000,Hatchback,8918.92
7092,Ford,Ka,2012,50000,Hatchback,4054.05
5280,Volkswagen,Bora,2011,80000,Sedán,7027.03
7966,Ford,Ecosport,2014,43000,SUV,9729.73
2031,Ford,Fiesta Kinetic Design,2014,55000,Hatchback,7810.81
2421,Volkswagen,Gol Trend,2014,108400,Hatchback,5135.14
2601,Volkswagen,Bora,2011,84000,Sedán,6756.76
4341,Volkswagen,Amarok,2011,102800,Pick-Up,16486.49
6190,Ford,Ranger,2016,20000,Pick-Up,24054.05
1667,Volkswagen,Fox,2013,61000,Hatchback,6081.08
3055,Volkswagen,Vento,2011,100000,Sedán,8486.49
1352,Ford,Fiesta Kinetic Design,2015,38000,Hatchback,11486.49
4327,Volkswagen,Gol,2012,93000,Hatchback,4051.35
3453,Ford,Ranger,2015,94000,Pick-Up,15135.14
3651,Volkswagen,Vento Variant,2012,90000,Rural,8513.51
9386,Volkswagen,Bora,2011,54500,Sedán,6756.76
2110,Volkswagen,Fox,2011,88000,Hatchback,5270.27
1927,Ford,Focus III,2013,85000,Sedán,9324.32
4453,Volkswagen,Fox,2016,35688,Hatchback,9162.16
5178,Ford,Fiesta Kinetic Design,2012,84000,Hatchback,7837.84
8326,Volkswagen,Vento,2012,122000,Sedán,10675.68
1134,Ford,Focus III,2015,52290,Hatchback,12837.84
8306,Volkswagen,Fox,2011,49000,Hatchback,5540.54
4124,Volkswagen,Bora,2011,86000,Sedán,6756.76
9269,Ford,Ecosport,2016,47000,SUV,10810.81
1437,Volkswagen,Amarok,2012,193000,Pick-Up,17567.57
6157,Ford,Focus III,2014,77000,Sedán,9054.05
5943,Honda,CR-V,2013,70000,SUV,15675.68
1951,Ford,Fiesta Kinetic Design,2013,43000,Hatchback,8054.05
8901,Volkswagen,Vento,2012,90000,Sedán,7702.7
4639,Volkswagen,Bora,2011,120000,Sedán,7027.03
7312,Volkswagen,Gol Trend,2011,50000,Hatchback,4594.59
5417,Ford,Ecosport,2014,97000,SUV,11324.32
8197,Ford,Focus II,2011,95000,Hatchback,7027.03
5960,Ford,Fiesta Kinetic Design,2012,125000,Sedán,6351.35
4042,Ford,Fiesta Kinetic Design,2011,97000,Sedán,5945.95
482,Ford,Fiesta Kinetic Design,2013,81000,Hatchback,7432.43
2451,Volkswagen,Fox,2016,55000,Hatchback,10121.62
9147,Ford,Ecosport,2014,100000,SUV,8378.38
6629,Volkswagen,Amarok,2012,142000,Pick-Up,12702.7
8460,Ford,Ecosport,2013,68000,SUV,8054.05
6529,Volkswagen,Gol Trend,2013,70000,Hatchback,6756.76
9865,Volkswagen,Bora,2012,85000,Sedán,7837.84
997,Volkswagen,Amarok,2015,75000,Pick-Up,18081.08
5626,Volkswagen,Gol Trend,2011,138000,Hatchback,4237.84
8631,Ford,Fiesta Kinetic Design,2012,72000,Sedán,7702.7
6028,Ford,Focus II,2011,86000,Sedán,6181.08
3885,Ford,Fiesta Kinetic Design,2015,64000,Sedán,9729.73
8764,Ford,Kuga,2012,125000,SUV,10270.27
7716,Volkswagen,Suran,2015,46295,Monovolumen,10000.0
2436,Volkswagen,Amarok,2013,99720,Pick-Up,20675.68
7500,Volkswagen,Fox,2017,16000,Hatchback,11027.03
3557,Ford,Fiesta Kinetic Design,2011,93000,Hatchback,7297.3
3451,Ford,Ecosport,2011,69000,SUV,7027.03
5706,Ford,Ecosport,2014,63000,SUV,9456.76
2790,Volkswagen,Suran,2013,95000,Monovolumen,7567.57
559,Volkswagen,Voyage,2013,105000,Sedán,4972.97
1421,Ford,Fiesta Kinetic Design,2012,117900,Hatchback,7297.3
8616,Ford,Focus II,2011,87000,Sedán,6081.08
4564,Ford,Fiesta Kinetic Design,2012,100000,Sedán,6216.22
6086,Ford,Ranger,2013,160000,Pick-Up,18378.38
283,Ford,Fiesta Kinetic Design,2013,80000,Hatchback,7159.46
6675,Mercedes Benz,Clase SLK,2011,18000,Cabriolet,1162.16
9909,Ford,Focus III,2014,30000,Sedán,10000.0
3362,Ford,Fiesta Kinetic Design,2014,47000,Hatchback,7297.3
8390,Volkswagen,Amarok,2016,28000,Pick-Up,12027.03
7086,Volkswagen,Amarok,2013,53000,Pick-Up,16621.62
2591,Ford,Ka,2013,56000,Hatchback,4486.49
8328,Ford,Ecosport,2011,115000,SUV,5675.68
6897,Volkswagen,CC,2013,50000,Sedán,18918.92
907,Volkswagen,Suran,2012,63000,Monovolumen,5945.95
3669,Volkswagen,Suran,2013,105000,Monovolumen,5108.11
7558,Ford,Ranger,2015,60000,Pick-Up,15945.95
5496,Ford,Ecosport,2013,66500,SUV,8648.65
5991,Volkswagen,Fox,2016,29000,Hatchback,9459.46
1855,Volkswagen,Vento,2012,51300,Sedán,8648.65
2714,Ford,Ecosport,2013,68500,SUV,9459.46
9723,Ford,Ka,2013,56000,Hatchback,4594.59
5295,Ford,Ka,2014,67000,Hatchback,4162.16
4643,Volkswagen,Suran,2012,43000,Monovolumen,5405.41
838,Ford,Ecosport,2014,70000,SUV,9729.73
215,Volkswagen,Gol Trend,2012,102000,Hatchback,5537.84
7069,Volkswagen,Bora,2013,70000,Sedán,8108.11
8606,Volkswagen,Bora,2013,95000,Sedán,8513.51
6011,Volkswagen,Up!,2017,25000,Hatchback,9324.32
7113,Volkswagen,Vento,2013,87000,Sedán,12837.84
7469,Mercedes Benz,Clase GLK,2012,69000,SUV,18648.65
9173,Ford,Focus III,2015,54000,Hatchback,11351.35
6453,Volkswagen,Gol Trend,2013,55000,Hatchback,7810.81
8344,Volkswagen,Suran,2011,78000,Monovolumen,6216.22
5755,Volkswagen,Fox,2011,88000,Hatchback,5945.95
6495,Volkswagen,Crossfox,2012,65000,Hatchback,5810.81
3365,Volkswagen,Scirocco,2014,60500,Coupé,14054.05
6795,Ford,Ecosport,2011,105000,SUV,5648.65
2219,Volkswagen,Suran,2015,58000,Monovolumen,7972.97
7297,Volkswagen,Fox,2011,97500,Hatchback,5567.57
3097,Volkswagen,Amarok,2013,123000,Pick-Up,17540.54
895,Honda,City,2013,54000,Sedán,8108.11
9806,Volkswagen,Amarok,2013,90000,Pick-Up,12162.16
3682,Volkswagen,Gol Trend,2011,82000,Hatchback,5972.97
9387,Volkswagen,Voyage,2011,101000,Sedán,5270.27
4493,Ford,Ranger,2012,170000,Pick-Up,8918.92
5069,Volkswagen,Vento,2012,71400,Sedán,9729.73
5785,Volkswagen,Vento,2013,105000,Sedán,11216.22
7528,Ford,Ranger,2011,116000,Pick-Up,12702.7
3483,Volkswagen,Voyage,2013,75000,Sedán,6216.22
4352,Ford,Fiesta Kinetic Design,2011,87000,Sedán,5675.68
8695,Ford,Focus III,2014,63000,Hatchback,12297.3
2419,Volkswagen,Amarok,2013,78956,Pick-Up,21081.08
4638,Volkswagen,Bora,2014,100000,Sedán,8108.11
4962,Volkswagen,Crossfox,2012,70000,Hatchback,7027.03
4560,Ford,Fiesta Kinetic Design,2013,69000,Hatchback,6886.49
9358,Volkswagen,Vento,2012,80000,Sedán,12702.7
2119,Volkswagen,Scirocco,2015,55000,Coupé,594.59
3524,Volkswagen,Gol Trend,2016,12000,Hatchback,6972.97
3828,Volkswagen,Suran,2016,50200,Monovolumen,7432.43
933,Honda,City,2011,145000,Sedán,5405.41
4009,Ford,Ranger,2015,84000,Pick-Up,16216.22
6992,Ford,Focus II,2011,125000,Hatchback,5402.7
3478,Ford,Ecosport,2013,106000,SUV,10135.14
4192,Volkswagen,Gol,2012,88000,Hatchback,3378.38
3741,Ford,Fiesta Kinetic Design,2014,63000,Hatchback,8918.92
5088,Ford,Focus III,2016,25000,Sedán,9729.73
2678,Ford,Ecosport,2013,81000,SUV,9189.19
1184,Ford,Focus III,2014,76243,Hatchback,10270.27
9544,Honda,CR-V,2011,130000,SUV,13108.11
15,Ford,Focus III,2015,55300,Hatchback,12702.7
5400,Volkswagen,Suran,2011,107000,Monovolumen,6216.22
7719,Volkswagen,Crossfox,2014,25500,Hatchback,8108.11
6711,Ford,Ranger,2013,72000,Pick-Up,18378.38
6302,Volkswagen,Amarok,2011,90000,Pick-Up,12432.43
2987,Ford,Focus III,2015,33000,Hatchback,12345.65
1081,Volkswagen,Amarok,2013,108000,Pick-Up,16756.76
6105,Volkswagen,Gol Trend,2013,111000,Hatchback,5351.35
9230,Ford,Fiesta Kinetic Design,2012,88000,Hatchback,5940.54
2684,Volkswagen,Vento,2011,124000,Sedán,10810.81
829,Ford,Fiesta Kinetic Design,2016,35715,Hatchback,10270.27
9028,Ford,Focus III,2013,84000,Sedán,8513.51
2300,Volkswagen,Gol Trend,2013,87500,Hatchback,5391.89
5833,Honda,Fit,2011,50000,Hatchback,7837.84
1777,Ford,Mondeo,2015,60000,Sedán,500.0
3157,Ford,Ecosport,2013,52000,SUV,9054.05
791,Ford,Ka,2013,45000,Hatchback,4864.86
8870,Ford,Focus III,2015,32000,Sedán,9972.97
3754,Ford,Focus III,2014,77000,Hatchback,8378.38
9958,Ford,Ranger,2012,80000,Pick-Up,9459.46
3294,Volkswagen,Amarok,2016,38000,Pick-Up,20243.24
3773,Volkswagen,Gol Trend,2015,60000,Hatchback,7702.7
600,Volkswagen,Amarok,2014,90000,Pick-Up,20270.27
1391,Ford,Ecosport,2015,58500,SUV,10405.41
8560,Volkswagen,Crossfox,2013,93000,Hatchback,7027.03
8827,Volkswagen,Bora,2013,88408,Sedán,6418.92
7446,Volkswagen,Amarok,2016,17000,Pick-Up,19189.19
3687,Ford,Focus III,2017,20900,Hatchback,11081.08
6644,Ford,Ecosport,2014,35000,SUV,10675.68
7636,Volkswagen,Saveiro,2014,29000,Pick-Up,8108.11
4515,Volkswagen,Voyage,2013,89500,Sedán,5405.41
154,Ford,Focus III,2016,41000,Sedán,12972.97
7108,Volkswagen,Gol Trend,2013,64789,Hatchback,6486.49
4224,Ford,Focus II,2013,100000,Hatchback,5945.95
6773,Ford,Ecosport,2012,82000,SUV,6351.35
2603,Ford,Ranger,2016,15000,Pick-Up,19459.46
3732,Volkswagen,Amarok,2016,65500,Pick-Up,17837.84
4587,Volkswagen,Gol Trend,2016,45000,Hatchback,7297.3
4116,Volkswagen,Fox,2017,13000,Hatchback,10675.68
9149,Volkswagen,Fox,2015,66000,Hatchback,6621.62
4592,Volkswagen,Gol Trend,2012,140000,Hatchback,4054.05
718,Ford,Focus III,2015,68500,Hatchback,8864.86
8292,Volkswagen,Up!,2017,20000,Hatchback,9459.46
3384,Ford,Ecosport,2013,56000,SUV,9324.32
8282,Ford,Ecosport,2012,87000,SUV,5945.95
6367,Volkswagen,Vento,2013,94500,Sedán,12162.16
7098,Volkswagen,Amarok,2011,190000,Pick-Up,12027.03
9954,Ford,Ranger,2014,108000,Pick-Up,14864.86
8722,Ford,Fiesta Kinetic Design,2015,26000,Hatchback,10000.0
6463,Volkswagen,Fox,2012,106000,Hatchback,5405.41
5336,Volkswagen,Vento,2011,119000,Sedán,7429.73
5411,Volkswagen,Amarok,2016,40000,Pick-Up,18621.62
9899,Honda,Civic,2011,100903,Sedán,8108.11
4992,Volkswagen,Amarok,2014,115000,Pick-Up,20000.0
9134,Volkswagen,Gol,2012,82000,Hatchback,3378.38
6622,Ford,Fiesta Kinetic Design,2018,7400,Hatchback,12027.03
6562,Volkswagen,Fox,2013,80000,Hatchback,5675.68
4138,Volkswagen,Suran,2012,120000,Monovolumen,5945.95
1319,Honda,HR-V,2016,17000,SUV,17567.57
4236,Volkswagen,Amarok,2014,90000,Pick-Up,17540.54
8883,Honda,Fit,2015,37602,Hatchback,11621.62
3320,Ford,Fiesta Kinetic Design,2014,73000,Hatchback,7162.16
8352,Mercedes Benz,Clase A,2013,82000,Hatchback,15405.41
7170,Volkswagen,Polo,2016,40000,Hatchback,10000.0
5381,Volkswagen,Suran,2014,70134,Monovolumen,8054.05
1281,Ford,Focus III,2014,49000,Sedán,11891.89
9696,Ford,Focus III,2015,60000,Hatchback,10405.41
9729,Volkswagen,Tiguan,2013,101000,SUV,16756.76
2100,Volkswagen,Bora,2013,104000,Sedán,7702.7
4782,Honda,City,2014,73000,Sedán,8378.38
6010,Volkswagen,Gol,2011,85000,Hatchback,4054.05
475,Volkswagen,Amarok,2015,121000,Pick-Up,13378.38
9808,Volkswagen,Suran,2011,110742,Monovolumen,4594.59
3719,Volkswagen,Amarok,2014,72000,Pick-Up,17297.3
1628,Ford,Fiesta Kinetic Design,2012,85000,Hatchback,7297.3
6145,Volkswagen,Vento,2012,52000,Sedán,8108.11
5266,Ford,Ecosport,2015,88000,SUV,9162.16
8383,Volkswagen,Gol,2013,83200,Hatchback,4378.38
5222,Ford,Focus II,2011,85000,Hatchback,5270.27
9303,Ford,Focus III,2015,76000,Hatchback,11567.57
8611,Volkswagen,Amarok,2015,16500,Pick-Up,18891.89
8432,Ford,Fiesta Kinetic Design,2014,70000,Hatchback,9459.46
5037,Ford,Ranger,2018,8350,Pick-Up,20945.95
6551,Volkswagen,Fox,2011,119200,Hatchback,5270.27
208,Ford,Ecosport,2011,90600,SUV,5675.68
4259,Ford,Focus III,2017,13500,Sedán,15675.68
6319,Ford,Ka,2013,47000,Hatchback,4594.59
9543,Volkswagen,Voyage,2013,105000,Sedán,5810.81
5236,Ford,Focus III,2014,78000,Sedán,9189.19
8128,Ford,Ecosport,2014,46000,SUV,9702.7
9089,Volkswagen,Passat,2013,81000,Sedán,14054.05
6689,Volkswagen,Suran,2011,135000,Monovolumen,5108.11
2977,Ford,Fiesta Kinetic Design,2015,84900,Hatchback,9513.51
4075,Ford,Ka,2011,43000,Hatchback,3864.86
892,Ford,Focus III,2016,38000,Hatchback,12567.57
3598,Volkswagen,Suran,2012,141000,Monovolumen,7027.03
768,Ford,Focus III,2013,38000,Hatchback,10783.78
6513,Ford,Focus III,2014,59000,Sedán,7837.84
3298,Volkswagen,Suran,2013,98000,Monovolumen,6540.54
2414,Ford,Ranger,2016,85000,Pick-Up,13513.51
4862,Volkswagen,Amarok,2016,32000,Pick-Up,16216.22
5001,Volkswagen,Saveiro,2012,140000,Pick-Up,6351.35
6229,Volkswagen,Golf,2015,35000,Hatchback,14737.84
216,Ford,Ecosport,2013,88000,SUV,9324.32
1221,Ford,Focus II,2013,89669,Hatchback,6081.08
313,Ford,Ka,2012,105000,Hatchback,3513.51
5717,Ford,Fiesta Kinetic Design,2015,78000,Hatchback,7027.03
1947,Volkswagen,Gol,2015,62000,Hatchback,4324.32
3637,Ford,Fiesta Kinetic Design,2011,75000,Sedán,5810.81
387,Ford,Ecosport,2014,67000,SUV,11351.35
5745,Volkswagen,Saveiro,2017,28500,Pick-Up,10405.41
1620,Volkswagen,Fox,2014,45000,Hatchback,5810.81
4274,Volkswagen,Amarok,2015,87000,Pick-Up,23783.78
5677,Volkswagen,Amarok,2014,69000,Pick-Up,12162.16
1787,Volkswagen,Fox,2014,41000,Hatchback,6027.03
7960,Ford,Focus III,2014,66000,Hatchback,12135.14
8840,Ford,Focus II,2012,91000,Hatchback,7702.7
3349,Ford,Ecosport,2012,98000,SUV,5135.14
2481,Ford,Focus III,2018,15000,Hatchback,15945.95
4718,Volkswagen,Fox,2013,124000,Hatchback,5675.68
6694,Ford,Kuga,2012,62000,SUV,9321.62
1826,Volkswagen,Amarok,2012,106000,Pick-Up,13513.51
5954,Ford,Ranger,2015,125000,Pick-Up,16621.62
4596,Volkswagen,Passat,2013,90000,Sedán,11486.49
6414,Volkswagen,Gol Trend,2016,46000,Hatchback,7162.16
4933,Ford,Fiesta Kinetic Design,2013,58000,Hatchback,8621.62
6570,Volkswagen,Amarok,2015,50500,Pick-Up,22567.57
9258,Mercedes Benz,Clase B,2011,98000,Monovolumen,7837.84
8550,Ford,Ranger,2016,68000,Pick-Up,16756.49
1155,Volkswagen,Vento,2013,127000,Sedán,9189.19
189,Ford,Focus III,2014,65000,Sedán,10000.0
6278,Ford,Ecosport,2014,40000,SUV,10135.14
4617,Volkswagen,Suran,2014,71250,Monovolumen,7432.43
9325,Ford,Ecosport,2013,100000,SUV,9459.46
5421,Ford,Ecosport,2013,55000,SUV,8243.24
4737,Volkswagen,Suran,2011,140000,Monovolumen,5675.68
5108,Volkswagen,Gol Trend,2015,76000,Hatchback,6837.84
8423,Ford,Fiesta Kinetic Design,2011,110000,Hatchback,6486.49
2589,Ford,Ecosport,2013,60000,SUV,7837.84
4552,Volkswagen,Amarok,2016,88000,Pick-Up,16216.22
7790,Volkswagen,Voyage,2014,90000,Sedán,5405.41
2677,Volkswagen,Vento,2013,91600,Sedán,8378.38
5161,Volkswagen,Vento,2011,100000,Sedán,9729.73
9890,Ford,Fiesta Kinetic Design,2012,117000,Hatchback,6756.76
2854,Volkswagen,Gol Trend,2011,100000,Hatchback,5000.0
7924,Ford,Ecosport,2012,91000,SUV,6702.7
5636,Volkswagen,Vento,2013,84000,Sedán,11081.08
3553,Ford,Ecosport,2012,87000,SUV,7297.3
8397,Volkswagen,Vento,2013,97000,Sedán,14324.32
7710,Volkswagen,Amarok,2012,119000,Pick-Up,16729.73
7615,Mercedes Benz,Viano,2011,150000,Monovolumen,20945.95
5193,Ford,Focus II,2012,113000,Sedán,5540.54
1048,Ford,Fiesta Kinetic Design,2015,56000,Hatchback,10135.14
6397,Volkswagen,Bora,2013,105000,Sedán,7162.16
3342,Volkswagen,Amarok,2015,34000,Pick-Up,18108.11
3149,Volkswagen,The Beetle,2017,30000,Hatchback,17567.57
6004,Ford,Ka,2011,58000,Hatchback,4324.32
8899,Ford,Ka,2013,78000,Hatchback,4189.19
4612,Ford,Fiesta Kinetic Design,2013,77000,Hatchback,6756.76
3852,Ford,Ranger,2014,124000,Pick-Up,15405.41
7585,Volkswagen,Suran,2015,60000,Monovolumen,7837.84
5005,Honda,Fit,2013,112000,Hatchback,8648.65
6415,Ford,Ranger,2013,104500,Pick-Up,11486.49
2085,Ford,Focus III,2014,90000,Hatchback,10000.0
1710,Volkswagen,Gol Trend,2014,42000,Hatchback,6486.49
2244,Volkswagen,Polo,2016,39500,Hatchback,9324.32
6286,Ford,Focus II,2011,130000,Hatchback,5945.95
2337,Volkswagen,Suran,2011,55000,Monovolumen,6756.76
3502,Honda,Civic,2012,56850,Sedán,9054.05
7561,Mercedes Benz,Sprinter,2017,7000,Furgón,24054.05
8902,Honda,Civic,2012,90000,Sedán,7567.57
